time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°)
2023-08-06T06:00,20.9,0.00,0.00,96,0,0,88,9.1,9
2023-08-06T07:00,20.0,0.00,0.00,90,0,2,29,7.3,20
2023-08-06T08:00,19.1,0.00,0.00,50,0,3,6,6.1,3
2023-08-06T09:00,18.6,0.00,0.00,0,0,1,0,6.5,354
2023-08-06T10:00,18.1,0.00,0.00,11,0,0,3,7.6,3
2023-08-06T11:00,19.0,0.00,0.00,16,0,0,9,10.8,2
2023-08-06T12:00,21.5,0.00,0.00,17,0,0,0,8.4,7
2023-08-06T13:00,23.8,0.00,0.00,29,0,0,8,6.6,22
2023-08-06T14:00,25.8,0.00,0.00,27,0,0,19,4.1,38
2023-08-06T15:00,27.2,0.00,0.00,34,5,0,0,1.5,14
2023-08-06T16:00,28.9,0.00,0.00,46,0,27,0,4.8,283
2023-08-06T17:00,29.8,0.00,0.00,91,2,92,11,5.8,240
2023-08-06T18:00,29.7,0.00,0.00,98,0,67,3,16.6,181
2023-08-06T19:00,28.8,0.00,0.00,89,0,15,0,18.3,165
2023-08-06T20:00,28.1,0.00,0.00,99,0,4,0,20.7,160
2023-08-06T21:00,28.2,0.00,0.00,95,0,2,0,20.0,162
2023-08-06T22:00,27.4,0.00,0.00,72,0,1,0,21.8,164
2023-08-06T23:00,25.8,0.00,0.00,60,0,12,0,21.1,172
2023-08-07T00:00,24.5,0.00,0.00,41,3,2,9,10.8,143
2023-08-07T01:00,23.6,0.00,0.00,97,0,4,21,12.8,148
2023-08-07T02:00,23.1,0.00,0.00,92,10,6,86,14.0,154
2023-08-07T03:00,23.0,0.00,0.00,99,5,10,100,13.8,160
2023-08-07T04:00,23.1,0.00,0.00,94,19,11,100,14.1,176
2023-08-07T05:00,22.9,0.00,0.00,87,19,33,100,11.5,182
2023-08-07T06:00,23.0,0.00,0.00,100,77,46,100,9.7,184
2023-08-07T07:00,23.0,0.00,0.00,100,0,100,100,10.5,184
2023-08-07T08:00,22.6,0.20,0.20,100,13,91,100,11.2,176
2023-08-07T09:00,22.2,0.40,0.40,100,1,99,100,11.3,158
2023-08-07T10:00,22.0,4.90,4.90,100,66,100,100,15.8,163
2023-08-07T11:00,22.1,5.50,5.50,100,83,100,99,17.5,172
2023-08-07T12:00,22.1,0.20,0.20,100,100,100,29,14.4,181
2023-08-07T13:00,22.5,0.70,0.70,99,100,22,0,15.8,179
2023-08-07T14:00,23.2,0.70,0.70,97,86,63,41,19.8,190
2023-08-07T15:00,23.7,0.50,0.50,87,100,64,72,14.3,214
2023-08-07T16:00,25.1,4.80,4.80,83,35,51,7,10.4,160
2023-08-07T17:00,26.8,0.10,0.10,73,34,3,5,19.8,161
2023-08-07T18:00,26.7,2.40,2.40,79,85,3,1,23.0,160
2023-08-07T19:00,27.7,0.10,0.10,88,4,4,4,26.3,170
2023-08-07T20:00,27.4,0.00,0.00,87,2,14,45,30.9,165
2023-08-07T21:00,27.2,0.00,0.00,88,30,4,48,31.2,169
2023-08-07T22:00,26.8,0.00,0.00,92,14,11,100,30.8,166
2023-08-07T23:00,25.4,2.40,2.40,86,66,49,100,23.0,181
2023-08-08T00:00,22.9,4.10,4.10,100,100,100,100,21.2,162
2023-08-08T01:00,23.5,10.20,10.20,97,36,25,100,18.4,182
2023-08-08T02:00,23.5,0.70,0.70,99,11,57,70,12.7,172
2023-08-08T03:00,23.6,0.00,0.00,100,1,63,21,14.1,176
2023-08-08T04:00,23.4,0.00,0.00,89,0,19,11,17.0,174
2023-08-08T05:00,23.2,0.00,0.00,77,11,76,9,15.0,191
2023-08-08T06:00,22.3,4.10,4.10,94,49,23,21,17.0,197
2023-08-08T07:00,21.9,10.60,10.60,85,23,66,99,15.5,180
2023-08-08T08:00,21.9,0.30,0.30,79,96,11,3,8.7,187
2023-08-08T09:00,21.6,0.00,0.00,48,100,1,0,6.6,209
2023-08-08T10:00,21.5,0.00,0.00,84,100,0,11,6.4,232
2023-08-08T11:00,21.8,0.00,0.00,63,100,0,13,10.5,239
2023-08-08T12:00,22.6,0.00,0.00,46,58,57,1,10.5,262
2023-08-08T13:00,23.7,0.10,0.10,44,19,100,0,10.9,253
2023-08-08T14:00,24.4,0.00,0.00,33,13,26,0,15.2,256
2023-08-08T15:00,25.4,0.10,0.10,23,14,26,0,19.8,269
2023-08-08T16:00,26.1,0.00,0.00,24,9,9,1,19.4,270
2023-08-08T17:00,27.1,0.00,0.00,76,35,0,0,22.0,266
2023-08-08T18:00,27.0,0.00,0.00,93,100,93,0,25.9,268
2023-08-08T19:00,26.2,0.00,0.00,94,50,39,0,27.7,269
2023-08-08T20:00,26.3,0.00,0.00,99,99,100,74,30.6,273
2023-08-08T21:00,25.5,0.00,0.00,95,6,98,92,28.1,274
2023-08-08T22:00,25.2,0.00,0.00,78,1,8,0,25.9,286
2023-08-08T23:00,24.3,0.00,0.00,61,8,1,0,21.5,291
2023-08-09T00:00,22.9,0.00,0.00,19,65,100,0,20.4,291
2023-08-09T01:00,22.9,0.00,0.00,3,18,12,0,21.2,291
2023-08-09T02:00,22.3,0.00,0.00,10,3,22,0,19.8,282
2023-08-09T03:00,21.9,0.00,0.00,22,11,25,1,18.8,273
2023-08-09T04:00,21.8,0.00,0.00,36,6,39,0,19.8,269
2023-08-09T05:00,21.6,0.00,0.00,44,8,45,0,19.8,269
2023-08-09T06:00,21.3,0.00,0.00,31,5,18,0,19.5,274
2023-08-09T07:00,21.0,0.00,0.00,23,2,10,0,19.4,285
2023-08-09T08:00,20.5,0.00,0.00,4,2,0,0,20.3,293
2023-08-09T09:00,19.9,0.00,0.00,3,2,0,0,19.3,299
2023-08-09T10:00,19.7,0.00,0.00,3,0,0,0,18.2,297
2023-08-09T11:00,20.0,0.00,0.00,2,0,0,0,18.3,292
2023-08-09T12:00,22.0,0.00,0.00,1,0,0,0,18.8,296
2023-08-09T13:00,23.3,0.00,0.00,1,0,0,0,20.6,295
2023-08-09T14:00,24.8,0.00,0.00,0,0,0,0,20.9,299
2023-08-09T15:00,26.3,0.00,0.00,1,7,12,0,21.3,307
2023-08-09T16:00,27.2,0.10,0.10,10,3,31,0,22.4,314
2023-08-09T17:00,28.2,0.00,0.00,10,0,18,0,19.5,308
2023-08-09T18:00,28.9,0.00,0.00,10,1,11,0,18.7,304
2023-08-09T19:00,29.1,0.00,0.00,19,1,25,0,19.2,298
2023-08-09T20:00,29.4,0.00,0.00,18,1,11,4,20.0,288
2023-08-09T21:00,29.4,0.00,0.00,25,1,7,0,18.4,282
2023-08-09T22:00,28.7,0.00,0.00,24,1,4,0,16.6,275
2023-08-09T23:00,27.3,0.00,0.00,12,0,1,0,14.8,269
2023-08-10T00:00,25.1,0.00,0.00,5,0,5,1,13.3,268
2023-08-10T01:00,23.5,0.00,0.00,11,0,0,0,14.1,257
2023-08-10T02:00,22.5,0.00,0.00,2,0,0,0,14.1,267
2023-08-10T03:00,22.0,0.00,0.00,3,0,0,1,12.6,270
2023-08-10T04:00,21.2,0.00,0.00,5,0,0,10,11.4,257
2023-08-10T05:00,20.8,0.00,0.00,42,0,0,22,11.2,264
2023-08-10T06:00,20.2,0.00,0.00,100,0,0,15,9.6,257
2023-08-10T07:00,19.6,0.00,0.00,92,0,0,99,8.1,249
2023-08-10T08:00,19.2,0.00,0.00,96,0,0,100,7.7,242
2023-08-10T09:00,19.0,0.00,0.00,99,0,0,97,6.6,248
2023-08-10T10:00,18.7,0.00,0.00,100,0,0,99,5.8,240
2023-08-10T11:00,19.9,0.00,0.00,97,0,4,71,7.2,252
2023-08-10T12:00,22.4,0.00,0.00,100,0,54,100,3.3,221
2023-08-10T13:00,24.1,0.00,0.00,100,0,100,100,2.1,121
2023-08-10T14:00,25.3,0.00,0.00,100,0,100,100,6.6,151
2023-08-10T15:00,24.1,1.30,1.30,100,15,93,100,12.0,189
2023-08-10T16:00,25.2,0.10,0.10,100,1,100,100,7.1,139
2023-08-10T17:00,25.4,0.10,0.10,100,0,100,100,10.4,146
2023-08-10T18:00,24.4,0.20,0.20,100,3,100,100,14.9,165
2023-08-10T19:00,23.9,0.60,0.60,100,0,73,100,12.3,173
2023-08-10T20:00,23.3,2.00,2.00,100,1,95,100,13.8,174
2023-08-10T21:00,22.5,3.70,3.70,100,36,100,100,7.6,185
2023-08-10T22:00,22.2,3.70,3.70,100,26,56,100,7.1,165
2023-08-10T23:00,22.4,0.20,0.20,100,100,12,100,7.5,215
2023-08-11T00:00,21.5,0.00,0.00,85,12,25,37,7.4,321
2023-08-11T01:00,20.9,0.00,0.00,28,1,2,28,5.9,317
2023-08-11T02:00,20.1,0.00,0.00,25,2,1,0,5.5,328
2023-08-11T03:00,19.9,0.00,0.00,8,0,0,0,6.6,279
2023-08-11T04:00,20.2,0.00,0.00,0,0,0,0,13.7,297
2023-08-11T05:00,19.9,0.00,0.00,0,0,0,0,14.0,312
2023-08-11T06:00,19.3,0.00,0.00,0,0,0,0,10.1,305
2023-08-11T07:00,18.7,0.00,0.00,0,0,0,0,8.9,297
2023-08-11T08:00,18.1,0.00,0.00,0,0,0,0,6.9,276
2023-08-11T09:00,18.1,0.00,0.00,0,0,0,0,8.5,258
2023-08-11T10:00,18.1,0.00,0.00,6,0,0,0,8.8,258
2023-08-11T11:00,18.9,0.00,0.00,10,0,0,0,11.2,272
2023-08-11T12:00,21.0,0.00,0.00,3,0,0,3,9.2,291
2023-08-11T13:00,22.5,0.00,0.00,8,1,0,0,9.0,293
2023-08-11T14:00,23.8,0.00,0.00,18,2,0,0,8.3,268
2023-08-11T15:00,25.5,0.10,0.10,19,10,11,0,12.2,270
2023-08-11T16:00,26.8,0.00,0.00,35,6,17,0,18.4,272
2023-08-11T17:00,27.6,0.00,0.00,46,5,25,2,20.2,272
2023-08-11T18:00,28.1,0.00,0.00,34,3,13,91,19.5,273
2023-08-11T19:00,28.8,0.00,0.00,46,16,30,84,19.8,280
2023-08-11T20:00,29.1,0.00,0.00,46,4,20,41,18.9,283
2023-08-11T21:00,28.8,0.00,0.00,36,8,9,1,17.9,295
2023-08-11T22:00,28.1,0.00,0.00,13,2,2,3,14.7,298
2023-08-11T23:00,26.5,0.00,0.00,4,0,0,0,9.1,279
2023-08-12T00:00,24.3,0.00,0.00,4,3,32,0,10.1,272
2023-08-12T01:00,23.4,0.00,0.00,19,0,1,5,8.1,225
2023-08-12T02:00,22.4,0.00,0.00,47,2,1,82,8.3,265
2023-08-12T03:00,21.5,0.00,0.00,68,10,22,52,8.6,360
2023-08-12T04:00,20.7,0.00,0.00,59,11,22,3,7.1,45
2023-08-12T05:00,19.3,0.00,0.00,35,9,19,0,8.4,50
2023-08-12T06:00,18.5,0.00,0.00,19,5,14,3,6.5,357
2023-08-12T07:00,17.8,0.00,0.00,26,4,18,0,6.2,350
2023-08-12T08:00,18.1,0.00,0.00,60,0,0,77,6.4,47
2023-08-12T09:00,17.5,0.00,0.00,17,0,0,47,6.4,43
2023-08-12T10:00,17.1,0.00,0.00,21,0,0,100,5.2,34
2023-08-12T11:00,18.2,0.00,0.00,18,0,0,100,7.2,37
2023-08-12T12:00,20.9,0.00,0.00,40,0,1,0,5.5,32
2023-08-12T13:00,23.4,0.00,0.00,27,1,15,0,6.8,65
2023-08-12T14:00,25.5,0.00,0.00,16,6,35,1,7.4,113
2023-08-12T15:00,27.3,0.00,0.00,19,8,100,6,8.6,165
2023-08-12T16:00,24.4,2.50,2.50,23,8,74,7,11.7,227
2023-08-12T17:00,25.6,0.20,0.20,38,51,8,20,16.0,166
2023-08-12T18:00,26.9,0.00,0.00,63,5,20,43,13.0,175
2023-08-12T19:00,28.1,0.00,0.00,66,11,8,96,14.1,193
2023-08-12T20:00,25.8,3.20,3.20,48,11,7,42,14.5,150
2023-08-12T21:00,27.0,0.60,0.60,52,9,45,44,15.5,180
2023-08-12T22:00,27.0,0.00,0.00,71,4,20,30,15.2,173
2023-08-12T23:00,25.7,0.00,0.00,70,3,36,100,13.0,161
2023-08-13T00:00,23.4,0.00,0.00,87,13,12,86,16.6,214
2023-08-13T01:00,22.4,1.20,1.20,59,13,100,94,11.2,266
2023-08-13T02:00,21.8,0.80,0.80,63,0,4,86,11.5,231
2023-08-13T03:00,21.8,0.10,0.10,72,0,17,99,7.7,229
2023-08-13T04:00,21.8,0.00,0.00,96,0,99,100,5.7,215
2023-08-13T05:00,21.9,0.00,0.00,100,0,100,100,7.1,210
2023-08-13T06:00,21.8,0.90,0.90,100,0,100,100,3.9,214
2023-08-13T07:00,21.8,0.30,0.30,100,0,13,100,5.5,169
2023-08-13T08:00,22.0,0.20,0.20,99,0,53,64,9.5,169
2023-08-13T09:00,21.7,0.00,0.00,68,0,27,0,6.6,189
2023-08-13T10:00,21.5,0.00,0.00,74,7,18,0,6.2,260
2023-08-13T11:00,22.2,0.00,0.00,26,14,7,0,7.7,319
2023-08-13T12:00,23.0,0.00,0.00,46,25,2,25,8.8,19
2023-08-13T13:00,23.0,0.10,0.10,78,34,18,0,8.5,36
2023-08-13T14:00,25.3,0.10,0.10,29,6,11,0,8.4,263
2023-08-13T15:00,27.5,0.00,0.00,16,8,17,0,11.7,279
2023-08-13T16:00,28.2,0.90,0.90,23,7,30,0,13.0,284
2023-08-13T17:00,29.3,0.40,0.40,16,11,14,0,15.7,286
2023-08-13T18:00,30.3,0.00,0.00,23,5,6,0,19.4,288
2023-08-13T19:00,30.6,0.00,0.00,38,5,5,0,20.8,288
2023-08-13T20:00,30.6,0.00,0.00,23,0,1,0,19.8,286
2023-08-13T21:00,30.2,0.00,0.00,19,3,14,0,19.4,285
2023-08-13T22:00,29.2,0.00,0.00,37,2,3,0,15.1,288
2023-08-13T23:00,27.7,0.00,0.00,34,0,5,0,10.4,272
2023-08-14T00:00,25.7,0.00,0.00,32,20,39,0,7.9,300
2023-08-14T01:00,25.0,0.00,0.00,77,2,6,99,8.7,287
2023-08-14T02:00,23.8,0.00,0.00,88,0,6,73,7.6,270
2023-08-14T03:00,22.8,0.00,0.00,98,0,0,100,7.6,273
2023-08-14T04:00,21.8,0.00,0.00,100,0,0,70,7.1,285
2023-08-14T05:00,20.6,0.00,0.00,99,0,0,35,7.0,282
2023-08-14T06:00,19.9,0.00,0.00,83,0,0,81,6.1,267
2023-08-14T07:00,19.3,0.00,0.00,71,1,0,59,7.2,276
2023-08-14T08:00,18.9,0.00,0.00,93,0,0,100,6.4,286
2023-08-14T09:00,18.7,0.00,0.00,70,0,0,76,6.6,299
2023-08-14T10:00,18.7,0.00,0.00,88,0,2,98,4.7,266
2023-08-14T11:00,19.5,0.00,0.00,39,0,29,98,3.4,238
2023-08-14T12:00,22.3,0.00,0.00,37,1,26,63,2.7,203
2023-08-14T13:00,24.2,0.00,0.00,65,6,33,32,4.4,235
2023-08-14T14:00,26.3,0.00,0.00,75,0,12,31,4.4,261
2023-08-14T15:00,27.8,0.00,0.00,70,0,80,100,4.1,285
2023-08-14T16:00,28.7,0.00,0.00,88,13,39,100,7.0,258
2023-08-14T17:00,30.1,0.10,0.10,99,16,97,26,12.4,248
2023-08-14T18:00,30.8,0.00,0.00,100,4,69,85,15.0,235
2023-08-14T19:00,30.7,0.00,0.00,99,27,66,1,14.0,226
2023-08-14T20:00,30.2,0.10,0.10,78,1,37,12,12.1,192
2023-08-14T21:00,27.5,0.10,0.10,42,8,38,11,20.5,152
2023-08-14T22:00,26.4,0.00,0.00,63,0,10,90,17.4,156
2023-08-14T23:00,24.9,1.00,1.00,100,1,38,100,16.3,166
2023-08-15T00:00,25.6,0.00,0.00,100,0,100,100,13.3,177
2023-08-15T01:00,25.1,0.00,0.00,94,0,100,95,12.8,170
2023-08-15T02:00,24.8,0.00,0.00,100,0,100,100,9.7,178
2023-08-15T03:00,24.4,0.00,0.00,99,0,100,95,5.6,153
2023-08-15T04:00,23.9,0.00,0.00,100,2,100,99,6.6,103
2023-08-15T05:00,23.6,0.10,0.10,100,12,94,94,10.2,80
2023-08-15T06:00,23.2,9.80,9.80,100,96,100,100,13.7,125
2023-08-15T07:00,23.1,2.00,2.00,100,100,100,98,17.5,143
2023-08-15T08:00,22.6,5.30,5.30,100,100,98,76,10.9,163
2023-08-15T09:00,22.7,2.00,2.00,100,100,38,2,3.3,103
2023-08-15T10:00,22.8,0.20,0.20,100,100,4,96,7.4,194
2023-08-15T11:00,23.0,0.00,0.00,100,100,0,81,13.5,224
2023-08-15T12:00,21.2,0.00,0.00,100,100,13,1,11.5,4
2023-08-15T13:00,21.4,0.00,0.00,100,100,0,49,10.1,325
2023-08-15T14:00,22.4,0.00,0.00,100,60,1,27,10.2,321
2023-08-15T15:00,24.3,0.00,0.00,99,51,2,34,13.3,308
2023-08-15T16:00,25.6,0.10,0.10,97,100,2,99,14.7,306
2023-08-15T17:00,25.8,0.00,0.00,96,73,0,97,12.0,311
2023-08-15T18:00,27.0,0.10,0.10,91,100,0,91,11.2,312
2023-08-15T19:00,26.9,0.00,0.00,91,74,6,1,13.4,340
2023-08-15T20:00,27.0,0.00,0.00,92,52,6,3,13.7,355
2023-08-15T21:00,26.9,0.00,0.00,90,7,7,12,12.6,13
2023-08-15T22:00,26.0,0.00,0.00,90,21,39,8,13.5,44
2023-08-15T23:00,25.3,0.00,0.00,88,15,21,65,12.1,53
2023-08-16T00:00,24.0,0.50,0.50,95,100,61,84,9.7,63
2023-08-16T01:00,22.8,0.20,0.20,95,75,16,54,12.3,58
2023-08-16T02:00,21.5,0.00,0.00,79,27,38,87,12.8,50
2023-08-16T03:00,21.2,0.00,0.00,96,13,14,97,8.7,52
2023-08-16T04:00,21.4,0.00,0.00,78,37,12,99,8.2,75
2023-08-16T05:00,21.3,0.00,0.00,84,100,12,69,5.4,42
2023-08-16T06:00,21.1,0.00,0.00,98,100,29,45,6.1,40
2023-08-16T07:00,21.1,0.00,0.00,97,32,22,27,7.9,43
2023-08-16T08:00,20.7,0.00,0.00,85,83,26,23,6.2,7
2023-08-16T09:00,20.7,0.00,0.00,88,94,79,1,8.1,13
2023-08-16T10:00,20.7,0.00,0.00,100,63,21,0,7.4,39
2023-08-16T11:00,21.0,0.00,0.00,100,34,100,0,8.2,41
2023-08-16T12:00,21.4,0.00,0.00,100,100,70,4,6.4,74
2023-08-16T13:00,23.0,0.30,0.30,100,81,90,0,0.0,180
2023-08-16T14:00,23.6,0.00,0.00,89,100,13,0,5.7,325
2023-08-16T15:00,25.2,0.00,0.00,99,94,16,0,4.6,315
2023-08-16T16:00,26.5,0.00,0.00,66,83,18,0,2.6,286
2023-08-16T17:00,25.7,0.40,0.40,42,55,26,0,9.6,167
2023-08-16T18:00,25.3,1.00,1.00,37,48,33,0,6.6,139
2023-08-16T19:00,25.1,0.80,0.80,41,46,56,0,8.9,140
2023-08-16T20:00,25.8,0.40,0.40,37,7,56,0,7.4,166
2023-08-16T21:00,25.4,0.10,0.10,47,2,42,0,7.6,155
2023-08-16T22:00,24.4,0.80,0.80,60,25,37,0,11.4,167
2023-08-16T23:00,23.1,0.10,0.10,48,1,88,0,14.4,176
2023-08-17T00:00,22.7,0.00,0.00,48,17,62,0,10.1,145
2023-08-17T01:00,21.8,0.00,0.00,39,6,54,0,7.2,143
2023-08-17T02:00,21.3,0.10,0.10,41,35,37,0,13.5,124
2023-08-17T03:00,20.8,0.00,0.00,38,17,28,0,13.8,123
2023-08-17T04:00,20.5,0.00,0.00,33,23,22,0,5.5,122
2023-08-17T05:00,20.3,0.00,0.00,30,35,19,0,5.4,110
2023-08-17T06:00,20.4,0.00,0.00,42,100,15,0,5.9,101
2023-08-17T07:00,20.7,0.00,0.00,62,100,3,0,5.2,78
2023-08-17T08:00,20.8,0.00,0.00,73,100,0,0,5.0,60
2023-08-17T09:00,20.9,0.00,0.00,58,84,5,0,6.1,50
2023-08-17T10:00,20.9,0.10,0.10,95,47,16,0,6.3,31
2023-08-17T11:00,21.0,0.10,0.10,100,34,1,0,8.1,45
2023-08-17T12:00,22.1,0.00,0.00,86,30,16,0,12.0,69
2023-08-17T13:00,23.7,0.00,0.00,91,93,13,3,9.1,83
2023-08-17T14:00,24.9,0.10,0.10,96,100,11,3,7.4,113
2023-08-17T15:00,25.2,0.10,0.10,89,94,11,97,10.7,135
2023-08-17T16:00,25.0,0.70,0.70,98,39,42,100,14.5,134
2023-08-17T17:00,25.6,0.20,0.20,100,30,20,100,15.4,127
2023-08-17T18:00,25.1,0.40,0.40,99,45,39,100,17.6,145
2023-08-17T19:00,24.4,0.80,0.80,99,42,23,100,20.1,137
2023-08-17T20:00,25.3,0.60,0.60,89,39,28,100,20.3,147
2023-08-17T21:00,24.8,1.10,1.10,64,16,25,43,19.9,138
2023-08-17T22:00,24.1,1.50,1.50,79,36,36,1,17.1,141
2023-08-17T23:00,24.0,0.10,0.10,78,15,13,13,16.1,164
2023-08-18T00:00,22.6,0.00,0.00,40,91,15,20,14.2,117
2023-08-18T01:00,22.4,0.10,0.10,61,25,5,0,10.7,123
2023-08-18T02:00,22.0,0.00,0.00,45,19,0,3,9.3,118
2023-08-18T03:00,21.6,0.00,0.00,39,100,0,0,10.0,111
2023-08-18T04:00,22.3,0.00,0.00,38,69,0,2,12.4,112
2023-08-18T05:00,22.5,0.00,0.00,52,70,2,17,11.5,136
2023-08-18T06:00,22.9,0.00,0.00,92,96,0,77,13.7,153
2023-08-18T07:00,23.2,0.00,0.00,100,100,19,9,17.5,161
2023-08-18T08:00,22.8,0.00,0.00,82,100,69,0,12.8,170
2023-08-18T09:00,23.0,0.70,0.70,100,97,96,59,11.8,192
2023-08-18T10:00,22.3,1.80,1.80,81,100,33,21,14.9,188
2023-08-18T11:00,22.7,0.60,0.60,78,2,53,0,16.3,223
2023-08-18T12:00,23.4,0.00,0.00,75,0,100,15,9.6,326
2023-08-18T13:00,23.0,0.00,0.00,42,0,24,0,10.5,301
2023-08-18T14:00,24.3,0.00,0.00,44,24,84,0,12.7,295
2023-08-18T15:00,24.9,0.00,0.00,66,8,21,0,15.6,299
2023-08-18T16:00,25.5,0.00,0.00,51,2,2,0,16.7,289
2023-08-18T17:00,26.4,0.00,0.00,19,2,3,0,18.7,286
2023-08-18T18:00,26.9,0.00,0.00,13,7,8,0,21.5,279
2023-08-18T19:00,26.9,0.00,0.00,21,2,17,0,22.8,276
2023-08-18T20:00,26.6,0.00,0.00,22,0,1,0,24.2,275
2023-08-18T21:00,26.2,0.00,0.00,12,0,0,0,25.3,274
2023-08-18T22:00,25.1,0.00,0.00,47,0,2,0,23.8,271
2023-08-18T23:00,23.3,0.00,0.00,31,0,0,0,20.2,274
2023-08-19T00:00,22.6,0.00,0.00,15,0,12,0,14.4,267
2023-08-19T01:00,21.4,0.00,0.00,12,0,0,0,12.4,280
2023-08-19T02:00,20.5,0.00,0.00,3,0,0,0,12.3,277
2023-08-19T03:00,19.6,0.00,0.00,0,0,0,0,11.2,272
2023-08-19T04:00,18.6,0.00,0.00,0,0,0,0,10.2,278
2023-08-19T05:00,17.7,0.00,0.00,0,0,0,0,9.8,276
2023-08-19T06:00,17.5,0.00,0.00,0,0,0,0,13.0,273
2023-08-19T07:00,17.1,0.00,0.00,0,0,0,0,13.7,273
2023-08-19T08:00,16.5,0.00,0.00,0,0,0,0,13.4,278
2023-08-19T09:00,16.0,0.00,0.00,0,0,0,1,10.9,276
2023-08-19T10:00,15.3,0.00,0.00,0,0,0,0,7.9,254
2023-08-19T11:00,15.9,0.00,0.00,0,0,0,0,11.4,242
2023-08-19T12:00,17.7,0.00,0.00,1,0,0,0,12.1,243
2023-08-19T13:00,19.1,0.00,0.00,2,0,0,0,14.0,270
2023-08-19T14:00,21.0,0.00,0.00,22,47,0,0,17.9,304
2023-08-19T15:00,21.8,0.00,0.00,73,22,0,26,16.4,303
2023-08-19T16:00,23.3,0.00,0.00,100,59,49,9,18.7,298
2023-08-19T17:00,23.6,0.00,0.00,99,100,73,68,19.3,291
2023-08-19T18:00,24.7,0.00,0.00,100,0,75,93,18.8,287
2023-08-19T19:00,25.7,0.00,0.00,98,0,52,19,21.0,292
2023-08-19T20:00,26.2,0.00,0.00,43,0,75,0,19.4,285
2023-08-19T21:00,26.3,0.00,0.00,20,0,3,0,18.6,285
2023-08-19T22:00,25.6,0.00,0.00,11,0,0,0,12.7,262
2023-08-19T23:00,23.8,0.00,0.00,0,0,0,0,11.2,249
2023-08-20T00:00,21.6,0.00,0.00,2,0,0,0,10.0,249
2023-08-20T01:00,21.3,0.00,0.00,0,0,0,0,13.8,264
2023-08-20T02:00,20.1,0.00,0.00,0,0,0,0,12.3,265
2023-08-20T03:00,19.1,0.00,0.00,0,0,0,0,11.5,268
2023-08-20T04:00,18.5,0.00,0.00,3,0,0,29,8.8,279
2023-08-20T05:00,17.4,0.00,0.00,51,0,0,38,7.2,276
2023-08-20T06:00,16.7,0.00,0.00,49,0,0,67,7.2,264
2023-08-20T07:00,16.2,0.00,0.00,3,0,0,6,7.6,265
2023-08-20T08:00,15.7,0.00,0.00,0,0,0,0,7.1,240
2023-08-20T09:00,15.6,0.00,0.00,0,0,0,0,5.9,232
2023-08-20T10:00,15.1,0.00,0.00,24,0,0,0,6.2,249
2023-08-20T11:00,16.3,0.00,0.00,0,0,0,0,7.9,246
2023-08-20T12:00,19.6,0.00,0.00,0,0,0,0,5.8,274
2023-08-20T13:00,22.3,0.00,0.00,1,0,0,9,4.5,299
2023-08-20T14:00,24.5,0.00,0.00,3,0,0,2,5.2,304
2023-08-20T15:00,25.9,0.00,0.00,9,0,0,7,7.1,294
2023-08-20T16:00,27.0,0.00,0.00,19,0,0,0,9.1,263
2023-08-20T17:00,28.1,0.00,0.00,16,0,0,0,10.2,252
2023-08-20T18:00,29.1,0.00,0.00,12,0,0,0,12.7,241
2023-08-20T19:00,29.7,0.00,0.00,41,0,0,0,14.4,238
2023-08-20T20:00,29.8,0.00,0.00,42,0,0,3,12.1,240
2023-08-20T21:00,29.7,0.00,0.00,67,0,0,7,11.3,263
2023-08-20T22:00,28.9,0.00,0.00,89,0,2,100,11.2,274
2023-08-20T23:00,26.9,0.00,0.00,74,0,0,100,8.6,268
2023-08-21T00:00,23.7,0.00,0.00,66,0,0,15,8.9,249
2023-08-21T01:00,22.7,0.00,0.00,6,0,10,28,7.4,256
2023-08-21T02:00,21.9,0.00,0.00,0,0,1,53,7.6,278
2023-08-21T03:00,21.0,0.00,0.00,0,0,0,0,7.9,286
2023-08-21T04:00,20.2,0.00,0.00,0,0,0,0,8.0,265
2023-08-21T05:00,19.9,0.00,0.00,0,0,0,0,6.8,252
2023-08-21T06:00,19.7,0.00,0.00,4,0,0,1,7.8,257
2023-08-21T07:00,19.4,0.00,0.00,73,0,9,69,7.6,251
2023-08-21T08:00,19.1,0.00,0.00,99,0,5,88,7.5,253
2023-08-21T09:00,18.6,0.00,0.00,97,0,4,100,6.7,254
2023-08-21T10:00,18.4,0.00,0.00,96,0,2,100,6.4,254
2023-08-21T11:00,19.3,0.00,0.00,98,0,1,100,7.6,251
2023-08-21T12:00,21.6,0.00,0.00,98,0,4,98,7.3,259
2023-08-21T13:00,24.6,0.00,0.00,79,0,0,100,7.0,291
2023-08-21T14:00,26.5,0.00,0.00,83,0,1,98,7.7,311
2023-08-21T15:00,28.4,0.00,0.00,90,0,3,99,6.9,317
2023-08-21T16:00,29.8,0.00,0.00,99,0,9,100,8.4,317
2023-08-21T17:00,30.6,0.00,0.00,97,28,10,100,10.9,314
2023-08-21T18:00,30.7,0.10,0.10,98,13,7,100,15.1,320
2023-08-21T19:00,30.9,0.00,0.00,99,1,3,100,14.9,307
2023-08-21T20:00,31.0,0.00,0.00,96,9,6,100,15.0,305
2023-08-21T21:00,30.9,0.00,0.00,86,8,12,63,14.5,312
